坐标X,坐标Y,东经（E）,北纬（N）
99042482,9.1948062,57.1300449,5.652478748
99042482,9.194734,57.1297917,5.972961483
99042482,9.1947038,57.1295674,5.918400216
99042482,9.1947265,57.1293842,6.077356068
91229446,9.8497004,57.0679413,1.223772349
91229446,9.8496411,57.0678594,1.310078304
91229446,9.8496702,57.0675433,1.431547967
91229446,9.8497088,57.0668163,1.481560164
91229446,9.849767,57.0660523,1.766043253
91229446,9.8498349,57.0654359,1.333816406
91229446,9.8498569,57.0653053,1.580741675
91229446,9.8498092,57.0652328,1.749336238
91229446,9.8497203,57.0651845,1.50342496
91229446,9.8495934,57.0651724,1.565991318
91229446,9.8490599,57.0651758,1.613153605
91229446,9.8489868,57.0651534,1.970286137
91229446,9.8489296,57.065112,2.120000622
91229446,9.8489583,57.0650325,1.87755665
91229446,9.8490504,57.0648323,2.121771756
91229447,9.8386035,57.0654744,2.050924793
91229447,9.8386506,57.0654233,1.982772496
91229447,9.8386879,57.0653669,1.931064266
91229447,9.838767,57.065333,1.921325042
91229447,9.8388998,57.0653194,2.186527079
91229447,9.839095,57.0653081,2.088339983
91229447,9.8431345,57.0652561,2.056765275
91229447,9.8433284,57.0652297,2.275120587
91229447,9.8434833,57.0650717,1.733221284
91229468,9.8470658,57.0676903,1.887900632
91229468,9.8471006,57.0675965,2.063431548
91229468,9.847234,57.0672167,1.700044384
91229468,9.8474531,57.0666056,1.927812278
91229468,9.8474213,57.0665383,1.935087425
91229468,9.8472657,57.0664744,2.046310822
121635377,9.5711939,57.0543162,2.877776388
28661681,9.9628119,57.0538232,4.646096566
149946973,9.4352568,56.6114704,16.09279784
149946973,9.4352226,56.6115669,15.37346662
149946973,9.4352664,56.6116863,15.19660324
149946973,9.4352762,56.6117972,15.00422324
149946973,9.4352664,56.6118988,14.65019616
149946973,9.4351958,56.6119625,14.50692544
149946973,9.435175,56.6120406,14.79234176
149946973,9.4350946,56.6121292,14.91891244
149946973,9.435024,56.6122193,15.44737069
149946973,9.4349713,56.6122827,15.57663599
149946973,9.4349382,56.6123787,16.12732968
149946973,9.4349651,56.6124703,15.7692696
149946973,9.4351045,56.6126917,14.97684329
149946973,9.4353137,56.6129337,14.5345668
149946973,9.4355176,56.6131906,14.61796283
149946973,9.435674,56.6133838,14.17498222
149946973,9.4358402,56.613555,14.73864918
149946973,9.4359735,56.6137189,15.61590769
149946973,9.4361729,56.6139919,15.98487496
149946973,9.4363598,56.6143328,16.49355998
149946973,9.4364411,56.6144907,15.86567281
149946973,9.4365155,56.6147167,14.86812476
149946973,9.436569,56.6151595,11.42283415
149946973,9.4365851,56.6153454,10.61493092
149946973,9.4365054,56.6155859,9.621229559
149946973,9.4364511,56.6158561,9.84162696
149946973,9.4364411,56.6161349,11.80328334
149946973,9.436425,56.616312,13.01834035
149946973,9.4364028,56.6164907,14.18066488
149946973,9.4363812,56.6166649,14.75436207
149946973,9.4363009,56.6168803,12.92094764
149946973,9.4361881,56.6172139,11.07856684
149946973,9.4361138,56.6174425,13.15839256
149946973,9.4361078,56.6175887,14.10434965
149946973,9.436146,56.6177495,13.69308349
149946973,9.436205,56.6179826,13.18167607
149946973,9.4363392,56.6183663,10.91295236
149946973,9.436425,56.6185611,9.677806281
149946973,9.4365155,56.6187428,9.688019913
149946973,9.4366227,56.6188963,9.731829561
149946973,9.4367622,56.6190527,9.823225676
149946973,9.4369071,56.6191501,9.556202425
149946973,9.4369983,56.619218,9.227156171
149946973,9.4372021,56.6193184,9.128256258
149946973,9.4373468,56.6193862,9.253045835
149946973,9.4374701,56.6194482,9.404638275
149946973,9.4375945,56.6195351,9.836297411
124431626,8.6925461,57.040522,24.93483236
124431626,8.6904953,57.0369226,36.31946871
95424072,10.3038991,57.4106575,45.96891653
95424072,10.3049333,57.4109398,48.28914802
95424073,10.3012282,57.4093118,46.22450297
95424073,10.3027837,57.409492,43.19856934
95424073,10.3036197,57.4095697,43.10345108
95424073,10.3043677,57.4095599,43.05520491
95424073,10.3049274,57.4094935,43.17897024
95424073,10.3056264,57.4093572,43.54469248
95424073,10.3057857,57.4097111,45.23176038
95424073,10.305798,57.409889,45.8497171
95424073,10.3057336,57.4102877,46.65387016
95424074,10.3021243,57.4110543,49.23374939
95424074,10.3024292,57.4107384,47.04208046
95424075,10.3039369,57.4117089,55.65456823
95424076,10.2968586,57.4069786,44.38551792
95424076,10.2973173,57.407148,43.81381118
95424076,10.2977972,57.4072695,43.39017414
95424076,10.2984594,57.407352,42.7419116
95424076,10.2995752,57.4073924,41.69292095
95424076,10.2999821,57.4074289,41.53854055
95424076,10.3003478,57.4074791,41.41853718
95424077,10.2949028,57.4071799,45.20940771
95424078,10.2977972,57.4072695,43.20509524
95424078,10.2977299,57.4076583,43.02881943
95424078,10.2980304,57.4080339,42.57598755
95424078,10.2986097,57.4082593,41.97549842
95424078,10.2992856,57.4085482,41.77697469
95424078,10.2999508,57.4086696,42.36941167
95424079,10.3053904,57.4090452,41.98539882
145755741,8.354204,56.9197759,16.60006484
145755741,8.3543734,56.919927,16.64683041
145755741,8.3544993,56.9200265,16.71103586
145755741,8.3546279,56.9200965,16.73268065
96472670,9.8094245,56.9645614,22.51107431
96472670,9.8077535,56.9645627,26.93481843
96472673,9.8094998,56.9623261,22.49045708
96472673,9.8087899,56.9623357,23.51084714
96472673,9.8086847,56.9623439,23.97868956
96472673,9.8085945,56.9623603,24.16800507
96472673,9.8083462,56.9624504,24.73502553
96472673,9.8082447,56.9624731,24.93422481
96472673,9.8081057,56.9624813,25.14830763
96472676,9.8065414,56.9633895,29.9951805
96472676,9.8065396,56.9637177,29.56263814
96472676,9.8064456,56.9638223,29.32586524
96472676,9.8064387,56.9641202,28.37288205
96472676,9.8064359,56.9641879,28.01941764
96472676,9.8064998,56.964229,27.98876418
96472676,9.8065412,56.964227,27.73362
96472676,9.8065412,56.9641757,27.85867443
96472678,9.8095337,56.9654786,22.62336724
96472678,9.8089703,56.9655088,23.37060081
96472678,9.8088057,56.9655165,23.65593672
96472678,9.8086695,56.9655165,24.16954781
96472678,9.8085238,56.9655037,24.33865521
96472678,9.8082841,56.9654574,25.13249794
96472678,9.8081525,56.965437,25.70732188
96472678,9.807955,56.9654268,25.71156843
96472680,9.8099285,56.9674184,21.94466661
96472680,9.8091865,56.9674333,22.91065573
96472680,9.809202,56.9676421,22.49691728
96472680,9.8092641,56.9683111,21.45679086
96472680,9.809302,56.968601,22.20291679
96472680,9.8093185,56.9688911,22.4291427
96472680,9.8092951,56.9689716,22.50433097
96472680,9.8092137,56.9690203,22.84367979
96472680,9.8091321,56.9690478,23.16182616
96472680,9.8089962,56.9690436,23.50014781
96472680,9.8088874,56.9690203,23.37857729
96472680,9.8088174,56.9689758,23.27893538
96472680,9.8087826,56.9688996,23.11498432
96472680,9.8084718,56.9681692,22.48195809
96472680,9.8081572,56.9674177,24.45379377
96472680,9.8081222,56.9673499,24.60505326
96472680,9.8081068,56.9672949,24.83711527
96472680,9.8081222,56.9672441,24.9675831
96472680,9.8081688,56.9671975,25.115642
96472680,9.8082349,56.9671615,25.22953177
96472680,9.808301,56.9671403,25.46039053
96472680,9.8088719,56.9671169,24.40062142
96472680,9.8089884,56.9671297,24.65254416
96472680,9.8090699,56.9671657,24.23125216
96472680,9.8091398,56.9672143,23.64518529
96472680,9.809167,56.9672631,23.44452109
96472685,9.8078187,56.9655081,26.27498421
96472685,9.8078193,56.9654325,26.30946863
96472685,9.8078,56.9650008,24.93078638
96472685,9.8071701,56.9649982,26.42471786
96472685,9.8071736,56.9647151,25.37409148
96472685,9.8071748,56.964619,25.50956994
96472685,9.8072404,56.9646185,25.25114395
96472685,9.8072404,56.9646794,25.39438157
96472688,9.8100706,56.968591,21.46895218
125832824,10.2241944,56.5915858,35.97207793
125832824,10.2240227,56.5913259,35.3679633
125832824,10.2235935,56.591255,34.39405342
125832825,10.2032087,56.5969257,47.02313954
125832825,10.2080966,56.596908,44.15824686
145755773,8.3567414,56.9200497,19.01896371
145755773,8.3565138,56.9197761,16.95995535
145755786,8.3573506,56.9198933,18.16864401
145755786,8.3574981,56.9198479,17.97438625
124431639,8.6978982,57.0473476,4.304939282
124431639,8.6977594,57.0471883,4.698088283
124431639,8.6949122,57.0442828,6.104799485
145755813,8.358124,56.9195877,17.25116498
145755813,8.3576199,56.919685,17.65854685
145755814,8.354119,56.9201654,16.78054926
145755814,8.3542312,56.9200851,17.11726744
145755814,8.354317,56.9200221,17.22343038
145755814,8.3543707,56.9199636,16.93497032
127930040,10.4115638,57.3839311,59.67217828
127930040,10.4114706,57.3826071,55.64523694
127930040,10.4114706,57.3823231,54.77651023
127930040,10.4118104,57.3819934,55.55547302
127930040,10.412315,57.3817073,54.29133608
127930040,10.4127412,57.3815526,53.67255257
127930040,10.4130892,57.3814119,52.1388216
127930040,10.4132459,57.3812524,50.19630238
127930040,10.4135069,57.3804833,50.15620329
127930040,10.4134199,57.3801222,50.79057244
127930040,10.4128087,57.3784608,42.93640589
127930042,10.379949,57.3824429,73.07565851
127930042,10.3800798,57.3826068,73.37162084
127930042,10.3802095,57.3827135,74.20851272
127930042,10.3803872,57.3827725,75.0375081
127930042,10.3843771,57.3840835,76.15993181
145755835,8.3548156,56.920584,16.52155174
145755835,8.3547435,56.9205096,16.67343213
145755835,8.3547085,56.9204218,16.77553754
145755835,8.354703,56.9203366,16.92785912
145755835,8.3547164,56.9202722,17.00537563
145755835,8.3547408,56.9201729,17.04067704
127930046,10.156449,57.2132668,37.47395106
127930047,10.3087987,57.1817088,44.01959546
127930047,10.3088301,57.1819027,44.23532099
127930047,10.3089986,57.1820756,44.48162367
127930047,10.3102481,57.182897,46.54030519
127930047,10.3104254,57.1830411,47.180152
127930047,10.3105584,57.1832476,47.97653547
127930047,10.3105939,57.1834302,48.47524665
127930047,10.3104077,57.1838192,49.68869527
127930047,10.3102837,57.1842515,51.31766483
127930047,10.3102481,57.1845925,52.65598425
127930047,10.3103369,57.1852793,56.00099084
127930047,10.310328,57.1855579,58.37605367
127930047,10.310266,57.1857692,59.68223489
127930047,10.3099241,57.186462,61.61318865
127930047,10.3098582,57.1865953,61.9714538
127930047,10.3095569,57.1871332,63.98058083
127930047,10.3088921,57.1878728,69.16757165
127930047,10.3082806,57.1883963,75.722665
127930047,10.3077488,57.1891311,74.60457789
127930047,10.3075716,57.1899811,75.04844845
127930047,10.3078021,57.1910712,79.96358412
127930047,10.3077924,57.1911215,80.4989354
127930047,10.3077667,57.1912537,80.99773232
127930047,10.3075894,57.1914122,82.35260826
127930047,10.307359,57.1914698,81.49284545
127930049,10.1709832,57.2175542,31.72055071
127930049,10.1701231,57.2156373,29.68281334
127930049,10.1696001,57.2149319,29.46607914
127930049,10.169148,57.2140057,28.78821614
127930049,10.1691304,57.2137993,28.69632946
127930049,10.1691392,57.2136169,28.99613509
127930049,10.1690153,57.212969,25.80873471
127930049,10.1686873,57.2123019,26.90479685
127930049,10.1686696,57.2121435,27.5078683
127930049,10.1688468,57.2117884,28.61450071
127930049,10.1690241,57.2113132,30.72488898
32856011,9.9456796,57.0815678,6.600000238
32856011,9.9455733,57.0814806,6.386457736
32856011,9.9456548,57.0812203,6.415762897
32856011,9.9456893,57.0811123,6.398644826
32856011,9.945874,57.0805733,6.055333438
32856011,9.9460351,57.080081,5.095234075
32856011,9.9457376,57.0799211,5.005981961
32856011,9.9458772,57.0798032,4.841044056
32856011,9.9460828,57.0796698,4.748173393
32856011,9.9463951,57.0795563,4.670353822
32856011,9.9466726,57.0794953,4.49479682
32856011,9.9469129,57.0793879,4.449805347
32856011,9.9471068,57.0792745,4.73834799
32856011,9.9472944,57.0790641,4.636082145
127930052,10.3843771,57.3840835,76.17591741
145755845,8.3561194,56.9201025,17.44737158
145755845,8.3560712,56.9200221,16.79091119
145755845,8.3560307,56.9199501,16.83208185
127930054,10.2403692,57.1739393,38.85205467
124431649,8.7335726,57.0305873,3.390878054
124431649,8.7369702,57.0300315,2.102572322
124431649,8.7468118,57.027698,0.627265161
124431649,8.7475469,57.0275313,1.015704203
127930056,10.2388272,57.174117,38.24951235
127930056,10.2363101,57.174732,35.72551201
127930056,10.2360531,57.17478,35.81996765
127930057,10.2343566,57.1721441,38.43281993
127930057,10.2325364,57.1719085,38.11783151
127930057,10.2323503,57.1718364,37.99074282
127930057,10.2321729,57.1717403,37.89181251
127930059,10.2287751,57.1681145,37.78063339
127930059,10.2290179,57.1682039,37.81144792
127930059,10.2292235,57.1682885,37.3269547
127930059,10.2293865,57.1684307,37.15159499
127930061,10.2458819,57.169788,39.72001993
127930061,10.2455894,57.1698936,39.57385752
127930061,10.2449868,57.1701003,39.99437701
127930061,10.2444728,57.1702444,39.98122134
127930061,10.2439675,57.1703645,40.14446379
127930061,10.2386411,57.1714121,39.08607888
127930061,10.2368419,57.1717724,39.07229309
127930061,10.2361772,57.1718733,38.93982512
124431656,8.7264576,57.0505795,5.680657942
124431656,8.7289779,57.0504352,5.966463781
124431656,8.7331663,57.0500693,6.840413622
152025100,10.0922579,57.3698415,48.11254655
152025100,10.0923041,57.3704466,46.60016903
152025100,10.0922695,57.3710298,45.07504601
145755957,10.1427924,56.9438011,2.966553924
145755957,10.1436318,56.9429534,2.941238549
145755957,10.1447258,56.941751,3.36873226
145755957,10.1463462,56.94001,3.169880171
145755957,10.1482708,56.9379415,3.445421683
145755957,10.1499076,56.9361734,3.565946473
145755957,10.1516843,56.9342438,4.042192268
145755957,10.1518159,56.9341405,3.843001919
145755957,10.1519394,56.9341002,4.126507735
145755960,10.1519394,56.9341002,3.955038692
145755960,10.1522766,56.9336424,3.709703112
145755960,10.1524987,56.9335841,3.588181222
145755960,10.1527784,56.9335841,3.635037359
145755960,10.1530332,56.9336514,3.89123164
145755960,10.1540854,56.9339199,3.420621124
145755960,10.1550162,56.934123,3.785056283
145755960,10.1567611,56.9343895,3.401885535
145755960,10.1570052,56.9344276,3.589597441
145755960,10.1571331,56.9344276,3.657896727
145755960,10.1572264,56.9343324,3.264293463
145755960,10.1581685,56.9325998,3.640740351
145755960,10.1591806,56.9307147,3.647354604
145755960,10.1608673,56.9276235,3.405273586
145755960,10.1624375,56.9247478,3.462133441
145755960,10.1640778,56.9217006,3.199317097
145755960,10.1656946,56.9187991,3.165463551
145755960,10.1663924,56.9175356,3.687063741
145755960,10.1666484,56.9169451,3.512321583
145755960,10.1669161,56.9165768,3.833034776
145755960,10.167521,56.9154974,4.316669413
145755960,10.1677768,56.9151989,4.337763726
145755960,10.1680093,56.9147417,3.557496763
145755960,10.1698008,56.9114459,3.672469893
145755960,10.1708711,56.9094455,3.587795223
39497047,9.6550298,57.303755,29.7556374
39497047,9.6542907,57.303812,29.85539318
39497047,9.6478029,57.3045218,35.20955262
39497047,9.6473453,57.3045597,36.08618001
39497051,9.6453628,57.3060332,10.28219421
39497051,9.6455106,57.3060128,11.3087098
39497051,9.6457789,57.3059596,13.67257079
39497051,9.6459649,57.3059034,15.70781896
39497051,9.6461729,57.3058443,17.8720651
39497051,9.6463425,57.3057851,18.94848742
39497051,9.6464082,57.3057733,19.86855094
39497051,9.6464902,57.305791,20.97088738
39497051,9.646545,57.3058058,22.14020067
39497051,9.6465997,57.305794,22.45281985
39497051,9.6466599,57.3057703,22.88669577
39497051,9.6468078,57.3057881,24.20205733
39497051,9.6469501,57.3058295,25.06191482
39497051,9.6470759,57.3058413,26.35547852
39497051,9.6472347,57.3058797,27.55272714
39497051,9.6473442,57.3058826,28.58973598
39497051,9.6474513,57.3059042,30.12365121
39497051,9.6475517,57.3059436,32.18856524
121638950,10.2224132,57.0395861,4.976916076
121638951,10.2730533,57.0065566,3.319709013
121638953,10.2729031,57.0085546,4.797286479
121638955,10.2301808,57.0439169,5.071890726
121638955,10.2304168,57.0437885,4.785229741
121638955,10.2304812,57.0436718,4.782550545
121638955,10.230374,57.0435317,4.868382358
121638956,10.2070923,57.039481,5.037923191
121638956,10.206985,57.0392358,4.831592183
121638957,10.2380128,57.0293346,5.372704974
121638957,10.2358456,57.0272326,4.980385784
121638957,10.2356739,57.0270925,5.019626879
121638957,10.2353735,57.0270925,5.279195258
121638957,10.234129,57.027583,4.896744944
121638957,10.2338716,57.0276063,4.554930911
121638957,10.2337213,57.0274896,4.570330776
121638957,10.2323052,57.0252707,4.830810406
121638957,10.2310177,57.0232035,5.099605351
121638957,10.2303096,57.02311,5.036946922
121638960,10.2622386,57.0144312,4.977198517
121638961,10.2349229,57.0389555,4.624094816
121638961,10.2368766,57.0391161,4.795475599
121638961,10.237691,57.0395277,4.867299351
121638961,10.2379722,57.0394553,5.016427169
121638961,10.2373263,57.038979,4.391159718
121638961,10.233378,57.0352663,5.21364225
121638961,10.231404,57.0333281,5.011518061
121638961,10.228314,57.0305257,5.098750874
121638961,10.226297,57.0285639,4.766627369
121638961,10.2250974,57.027604,4.734302301
121638963,10.2677962,57.0133564,4.74837048
121638964,10.2810998,57.0057036,4.34418089
121638965,10.2198812,57.0306542,4.460749761
121638970,10.2678175,57.0067319,2.72685422
121638970,10.2680128,57.0070099,2.505452016
121638970,10.2681846,57.0071268,2.767441917
121638976,10.2650066,57.0084728,4.090849438
26218561,9.9434987,57.269242,12.99131012
26218561,9.9437819,57.2694276,13.55066515
26218561,9.9439795,57.2695138,13.65878148
26218561,9.9443569,57.269604,14.00357403
26218561,9.9447261,57.2696597,14.58639885
121638978,10.2668519,57.013777,4.849772483
121638982,10.2349229,57.0389555,4.713500102
121638982,10.2334639,57.0384653,5.001684448
121638982,10.2281016,57.0362447,5.056036641
121638982,10.2235934,57.0344023,4.683715084
121638982,10.2230805,57.0338629,5.018690623
121638982,10.2183866,57.031977,4.663025321
121638982,10.2168985,57.0312263,4.705770502
121638988,10.2557584,57.010868,4.218914372
26218575,9.968746,57.259803,18.27455119
26218575,9.9673425,57.2600614,18.04790784
26218575,9.9655058,57.2603998,17.40543934
26218575,9.965025,57.2604884,17.0744008
26218575,9.9608879,57.2612218,14.72376333
26218575,9.9598053,57.261425,14.31757381
26218575,9.9586521,57.2616415,13.72279096
26218575,9.9565107,57.2620434,13.4276649
26218575,9.9547801,57.2624157,13.7155701
26218575,9.9535879,57.2627639,14.06515729
26218575,9.9525205,57.2631712,14.12052868
26218575,9.9514448,57.2636512,14.50418301
26218575,9.9510965,57.2638067,14.57736549
26218575,9.9490867,57.2647181,13.62732095
26218575,9.9487838,57.2648554,13.30788113
26218575,9.948497,57.2649854,13.59246022
26218575,9.9477954,57.2653642,13.8680793
26218575,9.947463,57.2655892,13.67647048
26218575,9.9472797,57.2657337,13.89518292
26218575,9.9469581,57.2660785,14.31723369
26218575,9.9467402,57.2664231,14.43292968
26218575,9.9466852,57.2665549,14.54834592
26218575,9.9465529,57.2668653,14.75026287
121638993,10.2524336,57.0145916,4.929520521
121638993,10.2510182,57.0109942,4.14298107
121638995,10.2792279,57.0010292,2.547305956
121638995,10.2774735,57.0011696,2.049051508
121638995,10.2773232,57.0013449,2.556051346
121638995,10.2765316,57.001588,1.876406742
121638995,10.27533,57.0016931,1.852464025
121638995,10.2746411,57.0015436,2.126380429
121638995,10.2716799,57.0017539,2.296134621
121638995,10.2721756,57.0025579,2.298676364
121638995,10.271916,57.0027823,2.153955784
121638995,10.2721305,57.0030394,1.889344295
121638995,10.2724545,57.0034811,2.106223159
121638995,10.2725169,57.0039041,2.249586211
121638995,10.2727744,57.0043832,2.123220013
121638995,10.2722807,57.0046169,2.053971663
121638995,10.271725,57.0047898,2.437733174
121638995,10.2714459,57.0051404,2.395888774
121638995,10.2716178,57.0053274,2.388711865
121638995,10.2719826,57.0053975,2.501694649
121638995,10.2724525,57.005318,2.369574583
121638995,10.2733129,57.0056429,2.635274523
121638995,10.2733107,57.0061126,2.594642025
121638995,10.2734201,57.0062505,3.236859869
149950550,9.501178,56.6304411,37.72221786
149950550,9.5006739,56.6300399,37.16287767
149950550,9.5003091,56.629674,38.05210076
149950551,9.5011352,56.6266818,38.05817504
149950552,9.4658389,56.6204353,28.88502535
149950552,9.4658759,56.6206964,29.51383522
149950552,9.4658971,56.6208458,29.88748527
149950552,9.4658132,56.6211418,30.11967763
149950552,9.4656174,56.621657,31.08434189
149950552,9.4654568,56.6221607,31.56949022
149950552,9.4655965,56.6225836,31.58195516
149950552,9.4657781,56.6227908,31.93093437
149950552,9.465883,56.6229104,32.14904883
149950552,9.4663723,56.6232295,31.67161131
149950552,9.4672038,56.6237292,30.94839752
149950552,9.4679655,56.6242098,31.45837472
149950552,9.4684898,56.6245866,30.96676541
149950552,9.4689158,56.6250056,30.57576762
149950552,9.4692932,56.62554,29.88104315
149950552,9.4697337,56.6262588,30.1228168
149950552,9.4701598,56.6270777,28.1227098
149950552,9.4704883,56.6278043,25.21526529
149950552,9.4706351,56.6282925,23.7806417
149950552,9.4706701,56.6286038,23.64150282
149950552,9.4707259,56.6296302,25.54073742
149950552,9.4707887,56.6306718,30.35058652
149950552,9.4708335,56.6311272,28.99942968
149950552,9.4708378,56.6311716,28.81171279
149950552,9.4708583,56.6312199,29.06983395
149950552,9.4709356,56.6314022,29.52208827
149950552,9.4711872,56.6318673,31.04071392
149950552,9.4713625,56.6321341,32.02891016
149950552,9.4716694,56.6326014,33.25818405
149950552,9.4720956,56.6334201,35.12808217
149950552,9.4724311,56.6339889,36.11469747
149950552,9.472571,56.6344386,35.62328318
149950552,9.4726129,56.6348614,35.01094032
149950552,9.4726199,56.6355186,36.06484493
149950552,9.4726547,56.6357377,36.3533985
149950552,9.4727245,56.6358876,36.08862028
149950552,9.4729972,56.6361143,35.99831109
149950552,9.4736472,56.6366024,35.62436553
149950552,9.474297,56.6371789,36.53260822
149950552,9.4746674,56.6375363,37.23708831
149950552,9.4750727,56.6379091,38.37014627
149950552,9.4754991,56.638378,40.03073693
149950552,9.4755969,56.6386161,40.87850457
149950552,9.4756528,56.6388545,42.05930922
149950552,9.4756364,56.6389929,42.89565668
149950552,9.4751643,56.6402909,48.05431221
149950552,9.4747532,56.6412896,43.5027375
149950552,9.4747201,56.6415494,42.09404431
149950552,9.4747154,56.641856,41.36733257
149950552,9.4749069,56.6427687,38.20758288
149950552,9.4760227,56.6447744,33.32573202
149950552,9.4776105,56.6474642,48.82493644
149950552,9.4780867,56.648385,47.9128586
149950552,9.4782609,56.6490583,45.54796663
149950552,9.4782412,56.649694,43.47807041
149950552,9.4781992,56.6511423,44.0385198
149950552,9.4785546,56.652348,40.17543423
149950552,9.4788747,56.65365,36.23632869
149950552,9.4791985,56.6549665,34.59981767
149950552,9.4796777,56.6567534,32.24972524
149950552,9.4800567,56.6576085,28.75022814
149950552,9.4807505,56.6589152,26.3083705
149950552,9.4816445,56.6601087,27.80449773
149950552,9.4838333,56.6624201,30.06627632
149950552,9.4850616,56.6637213,28.19280102
149950552,9.4880739,56.6669116,22.25751754
149950552,9.4885625,56.6674292,21.10631571
149950552,9.4893365,56.6680694,20.89582914
149950552,9.4897384,56.6682546,21.25555116
149950553,9.4990215,56.6305592,36.76739035
149950553,9.4995152,56.6305474,36.50560581
149950553,9.499912,56.6305415,36.99984706
149950553,9.5000194,56.6305297,36.95314962
149950553,9.5000838,56.6304706,36.83036475
149950553,9.500116,56.63027,36.66906947
149950553,9.5001804,56.6295796,37.88266117
149950553,9.5001411,56.6294866,37.93136478
149950553,9.5000838,56.629308,37.65338448
26218589,10.9307483,57.2955746,7.720106251
26218589,10.9294939,57.2947379,7.335838425
26218589,10.9283883,57.2940238,7.240707497
39497061,9.6625069,57.3106165,18.65659791
39497061,9.662482,57.3105547,18.35363477
39497061,9.6623776,57.310501,18.33600389
39497061,9.6622831,57.3104553,18.25328647
39497061,9.6621935,57.3104257,18.34431512
39497061,9.6621288,57.3103854,18.22370475
39497061,9.6621636,57.3103612,18.38403015
39497061,9.6621536,57.3103181,18.40572673
39497061,9.6621437,57.3102215,19.0072388
39497061,9.6621288,57.3101409,19.88661837
39497061,9.6621288,57.3100576,21.0366583
39497061,9.6621388,57.3099635,21.32180011
39497061,9.6622035,57.309848,21.66217763
39497061,9.6623178,57.3097781,21.9341616
39497061,9.6624372,57.3096947,22.46604002
39497061,9.6625218,57.3096491,22.32562413
39497061,9.662482,57.3095899,21.02901874
39497061,9.6625915,57.3095282,21.60909776
39497061,9.662681,57.3094718,20.53253071
39497061,9.6627607,57.309418,19.73123221
39497061,9.6628005,57.3093643,19.40938376
39497061,9.6628452,57.3093186,19.48774928
39497061,9.6627109,57.3092674,19.38170987
39497061,9.6625766,57.3092541,18.88958212
39497061,9.6624622,57.3092245,19.61813514
39497061,9.6623677,57.3091923,19.80299226
39497061,9.6622639,57.309156,19.50469693
39497061,9.6622713,57.3090302,19.88347908
39497061,9.6622494,57.308983,19.71500182
39497061,9.6621546,57.3089317,19.85726601
39497061,9.6620455,57.3089161,19.79426033
39497061,9.6619652,57.3089239,19.759523
39497061,9.6618342,57.3089082,19.98257219
39497061,9.6615572,57.308861,20.80245782
39497061,9.6614626,57.3087941,20.5571242
39497061,9.6613534,57.3087272,20.88037428
39497061,9.661266,57.3087036,21.2085223
39497061,9.6612369,57.3086407,21.22621688
39497061,9.6611567,57.3085816,21.50065218
39497061,9.6610402,57.3084517,21.6279473
39497061,9.6609746,57.3084085,21.7402246
39497061,9.6608944,57.3083967,21.39808172
39497061,9.6603773,57.3083259,21.64137141
39497061,9.6599621,57.3082629,21.62741352
39497061,9.6597653,57.308255,22.17108302
39497061,9.6595686,57.3082393,23.47072767
26218603,9.9673972,57.2520552,17.69148309
26218608,9.9750843,57.2510757,19.63320503
26218611,9.9678575,57.2520392,17.14857867
145756280,9.9905696,57.0215384,12.01985596
145756281,9.9954799,57.0227062,7.791729235
145756281,9.9957557,57.0223931,7.152882487
39497066,9.6462273,57.3072366,12.76885336
39497066,9.6462674,57.3073134,11.28020934
39497066,9.6463354,57.3074052,11.06513882
39497066,9.6464373,57.3074752,11.10534694
39497066,9.6465053,57.3075286,11.59272083
39497066,9.6465517,57.3075737,12.40561154
39497066,9.6465918,57.3076304,13.07290213
39497066,9.6466473,57.3076788,13.22026115
39497066,9.6467247,57.3077422,12.41054315
39497066,9.646839,57.3078123,11.81974437
39497066,9.6469223,57.3078707,12.4538088
39497066,9.6469656,57.3079291,13.21078065
39497066,9.6469934,57.3079742,13.08195919
39497066,9.6469873,57.3080292,12.81479892
39497066,9.6469841,57.3080876,12.47147485
39497066,9.647015,57.3081977,11.85810611
39497066,9.6470244,57.3082595,11.71076691
39497066,9.6470376,57.308331,11.56161935
39497066,9.6470315,57.3083733,11.45436671
39497066,9.6470857,57.3084741,11.56153515
39497066,9.6471761,57.3086041,10.62135944
39497066,9.6472062,57.3087049,9.753203014
39497066,9.6472482,57.3088643,8.474046912
39497066,9.6472482,57.3089813,6.92044086
39497066,9.6472482,57.3090724,6.683260278
39497066,9.6472783,57.3091406,6.480381138
39497066,9.6473867,57.309313,7.965006918
39497066,9.6475733,57.3094756,8.425014762
39497066,9.6477359,57.3096219,8.78301193
39497066,9.6480248,57.3098853,7.302384127
39497066,9.6482417,57.3101616,6.429058762
39497066,9.6483982,57.3103437,5.512011856
39497066,9.6485367,57.3105225,4.562710636
39497066,9.648675,57.3106656,4.605247273
39497066,9.6487653,57.3107827,4.888918728
39497066,9.648922,57.310903,6.132702212
39497066,9.6490663,57.3110168,8.30286252
39497066,9.6491869,57.3110948,7.908339657
39497066,9.6492832,57.3111956,8.02597433
39497066,9.6494036,57.3112769,7.766596426
39497066,9.6495059,57.3113192,7.99122986
39497066,9.6496263,57.3113452,8.195654268
39497066,9.6497226,57.3113452,8.64917072
39497067,9.6564963,57.3041162,29.12134836
39497067,9.6568718,57.3040972,29.1024553
39497067,9.6571299,57.3040845,29.07708414
39497067,9.6574349,57.3040719,28.84462508
